"","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
"5454",-0.48137135,-0.27055052,-0.25952695,-0.96144665,-0.97798501,-0.92694449,-0.67539284,-0.6187737,-0.8007473,-0.68646159,-0.4270198,-0.5281707,-0.69285499,-0.83622545,-0.74020415,-0.46031276,-0.46031276,-0.68312031,-0.61601347,-0.84487183,-0.45633083,-0.24389565,-0.1900241,-0.67938822,-0.60010143,-0.80663805,-0.7049861,-0.32897565,-0.55180937,-0.51472781,-0.69040809,-0.63751906,-0.87415914
"5455",-0.46882633,-0.30630897,-0.27471357,-0.9768864,-0.97820783,-0.91219789,-0.67654689,-0.67004492,-0.80867128,-0.69557807,-0.3845259,-0.48464028,-0.74371033,-0.83631895,-0.75037213,-0.48635627,-0.48635627,-0.7028466,-0.48428511,-0.8540188,-0.46659304,-0.29030339,-0.21029417,-0.68871311,-0.67948341,-0.82513366,-0.72296124,-0.30615068,-0.52995188,-0.55981715,-0.71555108,-0.47614617,-0.87642457
"5456",-0.36400837,-0.15860152,-0.12101274,-0.96066379,-0.92854962,-0.77986877,-0.58684406,-0.61872464,-0.74157593,-0.51053439,-0.24547296,-0.52110898,-0.73494033,-0.81488256,-0.67247964,-0.33912559,-0.33912559,-0.64632593,-0.28246513,-0.83968528,-0.33954666,-0.11321699,-0.04635771,-0.59492506,-0.60492946,-0.76749145,-0.49517667,-0.12235019,-0.55796013,-0.38521075,-0.66361088,-0.25902989,-0.86151778
"5457",-0.33882254,-0.17346083,-0.15477557,-0.93524653,-0.89586282,-0.85512301,-0.55529775,-0.60721202,-0.72425241,-0.58727212,-0.26106957,-0.47471931,-0.7203836,-0.8107092,-0.63526638,-0.40218287,-0.40218287,-0.61205321,-0.34088874,-0.83762624,-0.29288179,-0.13424203,-0.070005223,-0.56770056,-0.59860184,-0.72601918,-0.58742605,-0.12572003,-0.5142607,-0.45569166,-0.66315615,-0.34334383,-0.86803171
"5458",-0.37463804,-0.14100895,-0.14696687,-0.96867512,-0.92982052,-0.9254175,-0.56973462,-0.60134752,-0.74165134,-0.62182418,-0.41346809,-0.44463892,-0.63441274,-0.80610489,-0.66720567,-0.46449849,-0.46449849,-0.61987378,-0.37896745,-0.78518859,-0.3774026,-0.10983838,-0.055534858,-0.64593334,-0.61285321,-0.74887826,-0.65596196,-0.32818919,-0.47761235,-0.53370606,-0.67495025,-0.38956504,-0.82552064
"5459",-0.47333968,-0.14669443,-0.19940688,-0.96629912,-0.932178,-0.90876307,-0.62660764,-0.63485709,-0.78592681,-0.43699126,-0.46386501,-0.51446476,-0.56069374,-0.79779789,-0.70214342,-0.55217929,-0.55217929,-0.67848886,-0.29052228,-0.73833733,-0.45946664,-0.11681474,-0.12353771,-0.67272361,-0.63375088,-0.78947788,-0.46381836,-0.40820956,-0.5706236,-0.62404312,-0.73598458,-0.29268857,-0.75701666
"5460",-0.46637539,-0.24710384,-0.28263814,-0.96205202,-0.95066789,-0.92556407,-0.62529764,-0.60750617,-0.81268086,-0.23519017,-0.34580474,-0.54614801,-0.60230972,-0.8062526,-0.71864405,-0.51429546,-0.51429546,-0.66311823,-0.32469318,-0.77023812,-0.45158583,-0.2310853,-0.20790949,-0.67252513,-0.62056769,-0.83798527,-0.23376242,-0.27808172,-0.59429796,-0.59362611,-0.71271914,-0.32014535,-0.78336948
"5461",-0.4131546,-0.10322078,-0.27515525,-0.96841332,-0.95337845,-0.93104842,-0.65259665,-0.49988334,-0.806956,-0.49230377,-0.3856937,-0.52185858,-0.61588087,-0.81170711,-0.7278702,-0.44643896,-0.44643896,-0.66402159,-0.36935847,-0.79828565,-0.3866711,-0.15361802,-0.19802941,-0.68392617,-0.49953235,-0.83337269,-0.51880111,-0.28863397,-0.5634925,-0.50153662,-0.6970426,-0.42432555,-0.82544364
"5462",-0.44671317,-0.075373137,-0.28078121,-0.96873837,-0.95450336,-0.93768371,-0.66767652,-0.51672881,-0.79712246,-0.1829689,-0.39884911,-0.44070198,-0.59790018,-0.78879203,-0.71493208,-0.4768599,-0.4768599,-0.66533289,-0.17611482,-0.7586754,-0.4149416,-0.046371118,-0.24928586,-0.698945,-0.51646643,-0.83140737,-0.17062709,-0.32600898,-0.47427945,-0.52914482,-0.69505278,-0.14748088,-0.77265708
"5463",-0.45299019,-0.22851843,-0.31321325,-0.97617864,-0.96322847,-0.9350316,-0.6390308,-0.55376578,-0.79912007,-0.1841744,-0.3133901,-0.46268164,-0.66002486,-0.78232062,-0.71739537,-0.47692398,-0.47692398,-0.61496901,-0.24493992,-0.77104428,-0.42742715,-0.23876134,-0.27233695,-0.67893901,-0.58243939,-0.82602507,-0.21054563,-0.21855359,-0.50370016,-0.54115186,-0.64732537,-0.23445848,-0.77426004
"5464",-0.45352112,-0.21778158,-0.24387419,-0.97804835,-0.96982258,-0.91865701,-0.64264823,-0.54751107,-0.79447526,-0.6973652,-0.31937012,-0.59124848,-0.70377226,-0.82514087,-0.71562691,-0.43293881,-0.43293881,-0.61292305,-0.47041332,-0.81834755,-0.44028211,-0.19494544,-0.17779553,-0.68116172,-0.55858632,-0.79750929,-0.71317721,-0.20304219,-0.62843872,-0.48814313,-0.64220588,-0.49237956,-0.82144325
"5465",-0.47012205,-0.18312323,-0.25787153,-0.97504416,-0.96964489,-0.92821069,-0.61425755,-0.58067662,-0.81515723,-0.66379478,-0.46607727,-0.57644501,-0.68619559,-0.83989199,-0.7231955,-0.4582876,-0.4582876,-0.57946733,-0.60877899,-0.79887672,-0.48937531,-0.14427322,-0.21739365,-0.66119915,-0.55822232,-0.85196912,-0.67837782,-0.3770987,-0.61172091,-0.5398446,-0.62718105,-0.62638336,-0.81771551
"5466",-0.41036292,-0.17539352,-0.16918479,-0.951024,-0.88512421,-0.7287475,-0.57625473,-0.59158213,-0.75193038,-0.48274445,-0.32014133,-0.49248899,-0.64111999,-0.80906574,-0.71170636,-0.43202083,-0.43202083,-0.61005117,-0.24002235,-0.79315191,-0.39043245,-0.14212414,-0.11935783,-0.60881527,-0.60030426,-0.76940884,-0.4922898,-0.21537879,-0.52379325,-0.53016507,-0.6408816,-0.23742698,-0.82193605
"5467",-0.38148701,-0.20190772,-0.2722561,-0.95542459,-0.96203087,-0.76695184,-0.58480956,-0.58683642,-0.76115961,-0.57973206,-0.35005026,-0.50797263,-0.66905618,-0.79711507,-0.71310524,-0.44526034,-0.44526034,-0.62431669,-0.35792103,-0.81055744,-0.34521356,-0.19119365,-0.21102446,-0.59817609,-0.61008908,-0.78927093,-0.60974081,-0.25031058,-0.53814016,-0.52788712,-0.65313196,-0.35187166,-0.85358349
"5468",-0.40182574,-0.1312479,-0.25194014,-0.97164058,-0.96282481,-0.94224088,-0.61506033,-0.50991111,-0.77333829,-0.62796839,-0.39223414,-0.47106892,-0.58986526,-0.80743339,-0.66479067,-0.44958292,-0.44958292,-0.61315231,-0.39944042,-0.78685037,-0.37614695,-0.10914052,-0.17656221,-0.61993291,-0.50890292,-0.7924406,-0.65682611,-0.29398737,-0.50350679,-0.53038859,-0.67014321,-0.41064514,-0.82774759
"5469",-0.44135337,-0.079868628,-0.26497434,-0.97293631,-0.9584076,-0.94157258,-0.58244722,-0.46683196,-0.77734035,-0.55825267,-0.44691482,-0.49956634,-0.54920475,-0.82045415,-0.66139143,-0.44110967,-0.44110967,-0.55408299,-0.3975904,-0.77177692,-0.42736735,-0.10971561,-0.19270772,-0.61009628,-0.48644634,-0.7831793,-0.59023195,-0.3716788,-0.53416576,-0.53135444,-0.60975479,-0.42805343,-0.80547775
"5470",-0.41563354,-0.17110702,-0.27203951,-0.94948066,-0.971704,-0.92651708,-0.56933525,-0.51818902,-0.77816554,-0.35423893,-0.35975121,-0.51516717,-0.63894861,-0.81355108,-0.68159663,-0.43247216,-0.43247216,-0.57267823,-0.41514973,-0.79025294,-0.4168857,-0.17591237,-0.20710151,-0.62615415,-0.57881569,-0.78752374,-0.3512092,-0.27852016,-0.56502604,-0.51992759,-0.59232039,-0.41324424,-0.80853413
"5471",-0.38779722,-0.058257267,-0.28006368,-0.96541453,-0.97115475,-0.90990385,-0.5688802,-0.50931903,-0.77849132,-0.31627434,-0.35157442,-0.46681715,-0.63855803,-0.82269208,-0.70246181,-0.3564807,-0.3564807,-0.57859671,-0.17419302,-0.78950811,-0.36228929,-0.051861887,-0.20580062,-0.59233531,-0.51039725,-0.79500932,-0.35371837,-0.2506818,-0.50036772,-0.41511581,-0.60762846,-0.19900236,-0.80931374
"5472",-0.41390581,0.018484043,-0.28856998,-0.96564567,-0.93198535,-0.93691532,-0.56891887,-0.53559288,-0.75500747,-0.18950919,-0.42591437,-0.4227803,-0.62593596,-0.76876338,-0.69120105,-0.39256264,-0.39256264,-0.57384147,-0.061770998,-0.75106132,-0.40033273,0.044668091,-0.23091051,-0.62505473,-0.54506295,-0.80148173,-0.17527464,-0.36653975,-0.45402219,-0.45300032,-0.65987789,-0.037974875,-0.77537525
"5473",-0.40273189,-0.19269668,-0.24090564,-0.96569869,-0.90743255,-0.89968677,-0.5824965,-0.54794188,-0.74107612,-0.29121905,-0.38964357,-0.49093363,-0.64517393,-0.74244257,-0.69117342,-0.41138317,-0.41138317,-0.58591606,-0.2776669,-0.76180537,-0.39071308,-0.1963281,-0.18765176,-0.64139074,-0.5915383,-0.78095365,-0.32354179,-0.31841328,-0.52106465,-0.51982455,-0.65497675,-0.3322721,-0.80689882
"5474",-0.44437665,-0.30844979,-0.2553239,-0.95090443,-0.942468,-0.89795629,-0.65669607,-0.58840276,-0.76449604,-0.66816734,-0.3386833,-0.55966353,-0.66542062,-0.80922307,-0.70753231,-0.42400531,-0.42400531,-0.6388211,-0.43324798,-0.81301396,-0.41331144,-0.31284917,-0.21675314,-0.70148974,-0.64034762,-0.81555371,-0.69463655,-0.22780508,-0.58904551,-0.49451614,-0.70047574,-0.4470606,-0.83476892
"5475",-0.48693919,-0.28906266,-0.28896476,-0.97571862,-0.94492701,-0.92046406,-0.68532538,-0.62399332,-0.78254737,-0.73697787,-0.35195488,-0.53058541,-0.71468135,-0.80315458,-0.71467111,-0.47425709,-0.47425709,-0.67390774,-0.48597774,-0.81472014,-0.47466016,-0.27967744,-0.22423503,-0.75107405,-0.65504449,-0.81362623,-0.76077551,-0.24638637,-0.55962839,-0.54263275,-0.73603947,-0.50658029,-0.81816315
"5476",-0.95089017,-0.89111,-0.87511109,-0.95031211,-0.95436701,-0.93931756,-0.92532487,-0.93511925,-0.91758829,-0.81502817,-0.89214278,-0.88968698,-0.79149336,-0.92326357,-0.91852474,-0.93391552,-0.93391552,-0.88997222,-0.74044551,-0.83927244,-0.95843374,-0.89813581,-0.87768649,-0.931609,-0.94374224,-0.93797566,-0.84248775,-0.89453227,-0.90909039,-0.95291348,-0.88042803,-0.77314418,-0.85309173
"5477",-0.99568823,-0.92148903,-0.86036849,-0.986883,-0.9656623,-0.94684675,-0.99224066,-0.96689193,-0.99092208,-0.91775564,-0.95730794,-0.92277758,-0.95987479,-0.99201595,-0.99085145,-0.95572498,-0.95572498,-0.98389242,-0.88825295,-0.97775988,-0.9966638,-0.91700663,-0.83661545,-0.99294827,-0.97125399,-0.99215125,-0.91760686,-0.94820665,-0.92702502,-0.9548246,-0.98286268,-0.87833693,-0.97474556
"5478",-0.99641061,-0.93934447,-0.93035217,-0.99253351,-0.94909864,-0.90319818,-0.99546664,-0.98527923,-0.99326072,-0.98982635,-0.97517128,-0.96827276,-0.99389773,-0.99437529,-0.99553429,-0.93122227,-0.93122227,-0.99449193,-0.98320753,-0.99555211,-0.99642661,-0.93795272,-0.91910532,-0.99531608,-0.9859554,-0.99293667,-0.99096851,-0.97263176,-0.96962512,-0.92584552,-0.99402217,-0.98331401,-0.99575053
"5479",-0.99692848,-0.96895573,-0.9811257,-0.9962711,-0.98166411,-0.96817744,-0.99572549,-0.9887994,-0.99120188,-0.99468411,-0.99329275,-0.98536659,-0.99545969,-0.9962473,-0.99705792,-0.9884341,-0.9884341,-0.99499945,-0.98925377,-0.99706298,-0.99735376,-0.96454915,-0.97787961,-0.99612135,-0.99047371,-0.98904361,-0.99527624,-0.99284155,-0.98448006,-0.98825077,-0.99448633,-0.98782107,-0.99736338
"5480",-0.99731265,-0.9632277,-0.98702629,-0.99669068,-0.9819649,-0.97533697,-0.99496822,-0.99141709,-0.99107696,-0.99352974,-0.99210415,-0.99267549,-0.99393087,-0.9972962,-0.99480093,-0.9874407,-0.9874407,-0.99466353,-0.99265527,-0.99736046,-0.99772768,-0.95775359,-0.98675334,-0.9953851,-0.99363042,-0.99114781,-0.99413161,-0.99076252,-0.99340886,-0.98770495,-0.99356902,-0.99231697,-0.9974456
"5481",-0.99831183,-0.98264508,-0.98556769,-0.99623509,-0.98572126,-0.97197266,-0.99573845,-0.99307245,-0.99279836,-0.99448906,-0.99558071,-0.99455465,-0.99327948,-0.9952982,-0.99337906,-0.98779811,-0.98779811,-0.99675097,-0.99611145,-0.99552507,-0.99871387,-0.98201854,-0.98429296,-0.995275,-0.99410814,-0.99204253,-0.99511424,-0.99635333,-0.99646598,-0.98714175,-0.99707079,-0.99677061,-0.99585531
"5482",-0.98381964,-0.97039223,-0.97443951,-0.99769594,-0.98867338,-0.9945521,-0.9708771,-0.96680596,-0.98543712,-0.96641609,-0.97326511,-0.97047448,-0.97527088,-0.97982343,-0.97253118,-0.96876867,-0.96876867,-0.96524469,-0.94584232,-0.97236557,-0.98725126,-0.975629,-0.97629458,-0.97381284,-0.96638931,-0.98785472,-0.96784494,-0.97329403,-0.97641443,-0.9716724,-0.95983119,-0.9449996,-0.96974842
"5483",-0.97984548,-0.95563383,-0.95590411,-0.99903381,-0.97929631,-0.98923792,-0.96395637,-0.95598222,-0.97755631,-0.96097185,-0.96852123,-0.95389022,-0.96770597,-0.97765152,-0.95914467,-0.96791451,-0.96791451,-0.96421277,-0.94691945,-0.97370149,-0.98337931,-0.95897273,-0.95449918,-0.96643831,-0.95264203,-0.98111209,-0.96262691,-0.96892575,-0.96099725,-0.97492954,-0.965408,-0.94724972,-0.97408623
"5484",-0.9882493,-0.92327516,-0.92955396,-0.9976515,-0.98443348,-0.9800784,-0.97875416,-0.96174501,-0.97466192,-0.96903641,-0.97968385,-0.96327667,-0.9728904,-0.98695901,-0.96942495,-0.94498728,-0.94498728,-0.97327345,-0.96610966,-0.98343215,-0.98965521,-0.9218177,-0.92695424,-0.97893747,-0.96190477,-0.9773034,-0.97148985,-0.97885078,-0.96870705,-0.94699699,-0.9734427,-0.96784978,-0.98425779
"5485",-0.99566793,-0.94975845,-0.95378893,-0.99634264,-0.95651234,-0.93526173,-0.99063649,-0.97384122,-0.98096795,-0.97043412,-0.98314273,-0.98000041,-0.98064111,-0.99122763,-0.99090635,-0.94321583,-0.94321583,-0.98016923,-0.9622649,-0.98909493,-0.99678265,-0.94629532,-0.94777012,-0.99160705,-0.97523244,-0.98259108,-0.97097853,-0.9811299,-0.98039593,-0.94119149,-0.97655431,-0.96065773,-0.98849718
"5486",-0.99921788,-0.97257573,-0.96632552,-0.99743123,-0.9636576,-0.93905624,-0.99715526,-0.98907113,-0.99165548,-0.98083583,-0.99479778,-0.99580702,-0.98997664,-0.99484086,-0.99547559,-0.96321863,-0.96321863,-0.99563152,-0.9783292,-0.99441176,-0.99964343,-0.97095545,-0.96155164,-0.99729427,-0.99154172,-0.9917134,-0.98171227,-0.99527679,-0.99654497,-0.96028735,-0.99427392,-0.97805952,-0.99371547
"5487",-0.9987195,-0.96577718,-0.9875678,-0.9981578,-0.99217825,-0.99283456,-0.99857869,-0.97620977,-0.98816127,-0.97277827,-0.99165778,-0.9918067,-0.97856521,-0.99368081,-0.99336267,-0.98370528,-0.98370528,-0.98883899,-0.96466319,-0.98834208,-0.99866921,-0.96628107,-0.98770976,-0.99849528,-0.97590763,-0.98804287,-0.97361932,-0.99186505,-0.99328941,-0.98492586,-0.98783614,-0.96523049,-0.98803916
"5488",-0.99727283,-0.96338399,-0.98442775,-0.99858813,-0.99367329,-0.99232088,-0.99596959,-0.97573019,-0.98993124,-0.96800015,-0.99028328,-0.98869793,-0.97716376,-0.99342276,-0.99248202,-0.98414706,-0.98414706,-0.98941499,-0.96444849,-0.98783289,-0.99759215,-0.9633214,-0.98458223,-0.99593031,-0.97637063,-0.99020371,-0.96887395,-0.99036297,-0.98966686,-0.98573773,-0.99046833,-0.96460094,-0.98787865
"5489",-0.99490022,-0.95460406,-0.97126866,-0.99887264,-0.99205274,-0.97916462,-0.99339214,-0.9721438,-0.98799471,-0.95560395,-0.97952955,-0.99000539,-0.97420072,-0.99207624,-0.99177225,-0.96928942,-0.96928942,-0.98484323,-0.9496565,-0.9863883,-0.99532088,-0.95499553,-0.96923751,-0.99413581,-0.97729794,-0.98846289,-0.95492898,-0.97829532,-0.99185681,-0.97069782,-0.98126374,-0.94713407,-0.98492266
"5490",-0.99544841,-0.96075098,-0.97364806,-0.99905222,-0.98159937,-0.97893187,-0.99496766,-0.97162327,-0.98726311,-0.95585802,-0.98044078,-0.98961916,-0.97515653,-0.99214587,-0.9907044,-0.96932262,-0.96932262,-0.98352453,-0.94878907,-0.98707385,-0.9955666,-0.96074443,-0.97253192,-0.99494369,-0.97379664,-0.98725701,-0.95547635,-0.97818412,-0.99092133,-0.97122053,-0.98140796,-0.94564753,-0.98533288
"5491",-0.99848147,-0.98597645,-0.9727508,-0.99806687,-0.99036723,-0.97349025,-0.996493,-0.9873835,-0.99287416,-0.98856686,-0.99133377,-0.99159705,-0.99170726,-0.99526023,-0.99250649,-0.98753861,-0.98753861,-0.9949432,-0.98589869,-0.99523635,-0.99864093,-0.98620129,-0.96887621,-0.99617118,-0.98902318,-0.99339912,-0.98893173,-0.99081542,-0.99293896,-0.98759784,-0.99500234,-0.98559981,-0.99487059
"5492",-0.99824209,-0.99282798,-0.98670203,-0.99955191,-0.99776686,-0.9856452,-0.99601028,-0.99179614,-0.99368969,-0.99204498,-0.99350011,-0.99528856,-0.99157789,-0.99663038,-0.99551373,-0.99483119,-0.99483119,-0.99781192,-0.99170719,-0.99649697,-0.99891187,-0.99313039,-0.9846601,-0.99709381,-0.99327091,-0.99369245,-0.99267633,-0.99271432,-0.99619812,-0.99515774,-0.99825711,-0.99082762,-0.99726833
"5493",-0.98981252,-0.90352806,-0.9471654,-0.99917524,-0.99605388,-0.99365486,-0.98141802,-0.90999635,-0.97696911,-0.94846322,-0.97175944,-0.93156311,-0.93826491,-0.9806116,-0.94396245,-0.91170749,-0.91170749,-0.92530755,-0.90799491,-0.9438129,-0.99259468,-0.90861776,-0.94705232,-0.98620987,-0.90486911,-0.98106819,-0.95413969,-0.97108252,-0.93991357,-0.92157425,-0.90884705,-0.90694002,-0.93365164
"5494",-0.98907305,-0.90167633,-0.95238721,-0.99700024,-0.96200182,-0.94003055,-0.97922305,-0.90703722,-0.97351532,-0.94755673,-0.96345813,-0.93077324,-0.93697165,-0.97919443,-0.94290962,-0.92610064,-0.92610064,-0.92537587,-0.91515677,-0.94572178,-0.99170771,-0.90845287,-0.95070514,-0.98280001,-0.90124892,-0.97774908,-0.95318774,-0.96178318,-0.93943196,-0.93668931,-0.90901591,-0.91642191,-0.93709342
"5495",-0.99501369,-0.92887667,-0.93589163,-0.99643892,-0.94024859,-0.94311236,-0.99200962,-0.97898353,-0.98547021,-0.98710534,-0.97670375,-0.97147389,-0.98572023,-0.99066093,-0.98818974,-0.9784772,-0.9784772,-0.98145252,-0.98283428,-0.99116074,-0.99577354,-0.92004103,-0.92789132,-0.99397537,-0.98532908,-0.98927903,-0.98881614,-0.97399573,-0.9717594,-0.97789766,-0.98167257,-0.98309585,-0.99185885
"5496",-0.99705688,-0.94950924,-0.98469434,-0.99473186,-0.97483782,-0.95982949,-0.99659461,-0.99105357,-0.98757232,-0.99093181,-0.98290734,-0.98612141,-0.99236336,-0.99342388,-0.9930277,-0.98580737,-0.98580737,-0.99122505,-0.97880379,-0.99453023,-0.99711197,-0.94270413,-0.98432018,-0.99653258,-0.99240045,-0.98851075,-0.99126875,-0.98355572,-0.98662708,-0.98531319,-0.99196036,-0.97926746,-0.99429156
"5497",-0.99662685,-0.97721963,-0.98792655,-0.9990444,-0.96383606,-0.97559969,-0.99502802,-0.99077877,-0.99044075,-0.99248746,-0.99077296,-0.98975679,-0.99239661,-0.99512424,-0.99595114,-0.98254037,-0.98254037,-0.9952139,-0.98849388,-0.99612883,-0.99694939,-0.97427787,-0.98747307,-0.99572458,-0.99286651,-0.98927829,-0.99351221,-0.99013636,-0.9905932,-0.98088367,-0.99344201,-0.98866041,-0.99621685
"5498",-0.99699166,-0.98574724,-0.9883611,-0.99920121,-0.98388059,-0.99214483,-0.99428182,-0.98903509,-0.99342952,-0.99487239,-0.98902336,-0.98765394,-0.99259203,-0.99565123,-0.99545443,-0.98917275,-0.98917275,-0.99660831,-0.98960577,-0.99647986,-0.99734331,-0.98592401,-0.98654899,-0.99464756,-0.99033618,-0.9918637,-0.99580883,-0.98753869,-0.98768347,-0.98870522,-0.99714469,-0.98952129,-0.9969957
"5499",-0.99738843,-0.98179389,-0.98302843,-0.995504,-0.97676255,-0.9901726,-0.99588782,-0.99006787,-0.99056424,-0.99329226,-0.99083442,-0.99548704,-0.99269209,-0.99532008,-0.99711917,-0.98712847,-0.98712847,-0.99335059,-0.99457806,-0.99702212,-0.9977605,-0.98099426,-0.98182511,-0.99648251,-0.99184881,-0.99130287,-0.99406026,-0.99046653,-0.99574032,-0.98725006,-0.99206933,-0.99467185,-0.99806582
"5500",-0.97892419,-0.56932221,-0.71486004,-0.95002673,-0.62351326,-0.68102585,-0.99039816,-0.96530693,-0.98433895,-0.94257565,-0.94838771,-0.88747696,-0.96244209,-0.9848587,-0.97795291,-0.63996711,-0.63996711,-0.97991959,-0.87544841,-0.9710593,-0.97656305,-0.5260073,-0.68155064,-0.99182583,-0.96353643,-0.98798163,-0.94436222,-0.94039831,-0.89110174,-0.62977992,-0.97681821,-0.86688905,-0.96724792
"5501",-0.98521483,-0.90505669,-0.95078029,-0.96411294,-0.90861898,-0.9325635,-0.99646655,-0.98533542,-0.99144353,-0.98498518,-0.97177797,-0.94015116,-0.99031361,-0.99427637,-0.99288359,-0.93961407,-0.93961407,-0.99480673,-0.9325174,-0.99482197,-0.98373108,-0.89832776,-0.94234993,-0.9963123,-0.98627662,-0.99098221,-0.98548209,-0.96683645,-0.94230551,-0.94167678,-0.99410203,-0.92899906,-0.9963653
"5502",-0.99708716,-0.95874262,-0.98555355,-0.99272884,-0.95042857,-0.9611927,-0.99748496,-0.98883747,-0.99414656,-0.98330235,-0.98670756,-0.97035766,-0.99197217,-0.99646102,-0.99382941,-0.97475844,-0.97475844,-0.99698729,-0.96724998,-0.99634428,-0.9968221,-0.95595808,-0.98502031,-0.9975646,-0.98951566,-0.99396011,-0.98359859,-0.98775756,-0.97420853,-0.97600765,-0.99703894,-0.96612918,-0.99685481
"5503",-0.99846904,-0.98246505,-0.98762796,-0.99789917,-0.99043344,-0.99410437,-0.99748963,-0.98743045,-0.99364576,-0.99391887,-0.99099374,-0.9866507,-0.99496326,-0.99704931,-0.99643948,-0.99271344,-0.99271344,-0.99550343,-0.99291082,-0.99825378,-0.99864407,-0.98122918,-0.98628166,-0.99759365,-0.98915702,-0.99342792,-0.99415263,-0.98933357,-0.98700933,-0.99376433,-0.995817,-0.99253988,-0.99799602
"5504",-0.99817353,-0.98726717,-0.98622412,-0.99834241,-0.99170167,-0.97800304,-0.99636271,-0.9836418,-0.99551752,-0.99455576,-0.99343229,-0.99392412,-0.99426977,-0.99739363,-0.99637869,-0.99210337,-0.99210337,-0.9948971,-0.99386022,-0.99808084,-0.99834801,-0.98790809,-0.98364452,-0.99678861,-0.9850409,-0.99701779,-0.99500504,-0.99226617,-0.99432146,-0.99255178,-0.99611739,-0.99323674,-0.99793784
"5505",-0.99840374,-0.98188289,-0.99093716,-0.99917414,-0.99234095,-0.99201921,-0.99673823,-0.9849168,-0.99680722,-0.98991716,-0.99070179,-0.99310087,-0.99153501,-0.99721361,-0.99527773,-0.99411478,-0.99411478,-0.99539457,-0.99176548,-0.99683532,-0.99860315,-0.98134025,-0.98965988,-0.99667067,-0.98777113,-0.99630033,-0.99043571,-0.9892463,-0.99387646,-0.9945586,-0.99397867,-0.99104065,-0.99694705
"5506",-0.9985558,-0.98402318,-0.98987859,-0.99885307,-0.99277752,-0.99157606,-0.9966802,-0.98853815,-0.9916712,-0.99062598,-0.99022678,-0.98947282,-0.99192079,-0.99735232,-0.99510885,-0.99476647,-0.99476647,-0.99453149,-0.99023418,-0.99698514,-0.99902201,-0.9831189,-0.98914961,-0.99722328,-0.99015684,-0.99172728,-0.99127023,-0.98821646,-0.98963823,-0.99494054,-0.99297703,-0.98946695,-0.99702925
"5507",-0.99808744,-0.98632452,-0.98677231,-0.99799146,-0.99556586,-0.99441057,-0.99558266,-0.98826252,-0.98513995,-0.99539705,-0.99396074,-0.99364163,-0.99433147,-0.9973563,-0.99486128,-0.99299566,-0.99299566,-0.98984197,-0.99618407,-0.99828319,-0.99832879,-0.9865017,-0.98753263,-0.99502527,-0.9899961,-0.98574173,-0.99572581,-0.99297417,-0.99412566,-0.99535489,-0.99155963,-0.99670114,-0.99850902
"5508",-0.99870027,-0.9887425,-0.99198184,-0.999384,-0.99028304,-0.99689278,-0.9969457,-0.98699328,-0.98795488,-0.99618755,-0.99344884,-0.99482504,-0.99426208,-0.99697611,-0.9949664,-0.99306586,-0.99306586,-0.98946194,-0.99562773,-0.99772707,-0.99903823,-0.98964306,-0.99251698,-0.99729094,-0.98811965,-0.98684656,-0.99697867,-0.99290228,-0.99566455,-0.99381101,-0.99156899,-0.99611693,-0.99805771
"5509",-0.99930328,-0.98886538,-0.99388836,-0.99982384,-0.99811062,-0.9987809,-0.9991647,-0.98615175,-0.99179827,-0.99450534,-0.99283263,-0.99662542,-0.9937755,-0.99650783,-0.9958658,-0.99485525,-0.99485525,-0.99366014,-0.99554424,-0.99745133,-0.99927263,-0.99005767,-0.99502976,-0.9993586,-0.98674056,-0.99145261,-0.99487156,-0.99264348,-0.99734065,-0.99594346,-0.99379922,-0.99588384,-0.99736433
"5510",-0.99847755,-0.98961413,-0.99072677,-0.99962084,-0.99749372,-0.99034434,-0.99786593,-0.98792074,-0.99045765,-0.9946987,-0.99325126,-0.99543745,-0.99443276,-0.99666441,-0.996044,-0.99343968,-0.99343968,-0.99394165,-0.99636671,-0.99786036,-0.99859252,-0.98992156,-0.99183955,-0.99768919,-0.98798127,-0.99075561,-0.99485892,-0.99252405,-0.99584407,-0.99434897,-0.99290785,-0.99642673,-0.99751418
